# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_06408	contig_2_pilon	105790	106590	+	801	0	0	0
LGFCPJMF_06409	contig_2_pilon	106629	107372	-	744	272	295	469
LGFCPJMF_06410	contig_2_pilon	107369	107776	-	408	41	44	37
LGFCPJMF_06411	contig_2_pilon	108319	108666	+	348	16	11	6
LGFCPJMF_06412	contig_2_pilon	109046	109279	-	234	14	11	0
LGFCPJMF_06413	contig_2_pilon	109790	109981	+	192	0	1	0
LGFCPJMF_06414	contig_2_pilon	110248	110970	+	723	65	67	0
LGFCPJMF_06415	contig_2_pilon	111031	112248	-	1218	31	36	32
LGFCPJMF_06416	contig_2_pilon	112460	113083	-	624	2	9	0
LGFCPJMF_06417	contig_2_pilon	114277	114759	-	483	74	45	21
LGFCPJMF_06418	contig_2_pilon	114740	114895	-	156	17	12	23
LGFCPJMF_06419	contig_2_pilon	115133	115900	-	768	6	2	0
LGFCPJMF_06420	contig_2_pilon	116027	116497	-	471	8	2	0
LGFCPJMF_06421	contig_2_pilon	116682	117986	+	1305	42	29	86
LGFCPJMF_06422	contig_2_pilon	118156	118413	+	258	162	148	181
LGFCPJMF_06423	contig_2_pilon	118414	118785	+	372	72	81	106
LGFCPJMF_06424	contig_2_pilon	119459	120052	-	594	48	83	88
LGFCPJMF_06425	contig_2_pilon	120269	121051	+	783	11	13	40
LGFCPJMF_06426	contig_2_pilon	121243	121458	+	216	8	0	10
LGFCPJMF_06427	contig_2_pilon	122282	122989	+	708	1792	2037	1998
LGFCPJMF_06428	contig_2_pilon	123507	124040	+	534	112	108	117
LGFCPJMF_06429	contig_2_pilon	124521	124802	+	282	4	10	9
LGFCPJMF_06430	contig_2_pilon	124799	125197	+	399	5	14	13
LGFCPJMF_06431	contig_2_pilon	125522	126736	-	1215	80	98	112
LGFCPJMF_06432	contig_2_pilon	126818	127333	+	516	50	54	46
LGFCPJMF_06433	contig_2_pilon	127408	128760	-	1353	1042	1149	1429
LGFCPJMF_06434	contig_2_pilon	128837	129244	-	408	69	89	191
LGFCPJMF_06435	contig_2_pilon	129285	130436	-	1152	141	141	224
LGFCPJMF_06436	contig_2_pilon	130507	131790	-	1284	115	193	160
LGFCPJMF_06437	contig_2_pilon	131898	132878	-	981	7	20	13
LGFCPJMF_06438	contig_2_pilon	133324	133539	+	216	0	0	0
LGFCPJMF_06439	contig_2_pilon	133539	134231	+	693	2	0	0
LGFCPJMF_06440	contig_2_pilon	134431	134556	+	126	16	10	32
LGFCPJMF_06441	contig_2_pilon	134580	135449	+	870	59	42	134
LGFCPJMF_06442	contig_2_pilon	135614	135883	+	270	85	95	151
LGFCPJMF_06443	contig_2_pilon	135897	136301	-	405	8	0	0
LGFCPJMF_06444	contig_2_pilon	136641	136946	+	306	26	17	38
LGFCPJMF_06445	contig_2_pilon	136936	137256	+	321	24	24	52
LGFCPJMF_06446	contig_2_pilon	137532	137765	+	234	40	49	54
LGFCPJMF_06447	contig_2_pilon	137802	138098	-	297	703	1473	1004
LGFCPJMF_06448	contig_2_pilon	138113	138565	-	453	965	2113	2221
LGFCPJMF_06449	contig_2_pilon	139153	140310	-	1158	1811	3332	3099
LGFCPJMF_06450	contig_2_pilon	140419	141483	+	1065	519	823	764
LGFCPJMF_06451	contig_2_pilon	141746	142294	+	549	4	6	30
LGFCPJMF_06452	contig_2_pilon	142437	143261	+	825	4	0	0
LGFCPJMF_06453	contig_2_pilon	143419	144585	+	1167	97	123	150
LGFCPJMF_06454	contig_2_pilon	144782	145141	+	360	6	6	0
LGFCPJMF_06455	contig_2_pilon	145312	145971	-	660	4	4	64
LGFCPJMF_06456	contig_2_pilon	146224	146922	+	699	38	46	30
LGFCPJMF_06457	contig_2_pilon	147020	147286	+	267	12	11	28
LGFCPJMF_06458	contig_2_pilon	147383	147592	+	210	1	5	1
LGFCPJMF_06459	contig_2_pilon	147697	147957	+	261	632	806	348
LGFCPJMF_06460	contig_2_pilon	148234	148590	-	357	84	144	74
LGFCPJMF_06461	contig_2_pilon	148915	150084	+	1170	24	46	32
LGFCPJMF_06462	contig_2_pilon	150105	152033	+	1929	22	10	15
LGFCPJMF_06463	contig_2_pilon	151988	152302	-	315	0	2	0
LGFCPJMF_06464	contig_2_pilon	152603	154465	+	1863	48	41	121
LGFCPJMF_06465	contig_2_pilon	154455	155993	-	1539	76	88	66
LGFCPJMF_06466	contig_2_pilon	156063	156590	-	528	27	18	52
LGFCPJMF_06467	contig_2_pilon	156831	157559	+	729	12	1	4
LGFCPJMF_06468	contig_2_pilon	157588	157932	-	345	1	3	0
LGFCPJMF_06469	contig_2_pilon	158080	158493	+	414	73	57	136
LGFCPJMF_06470	contig_2_pilon	158532	158828	-	297	17	22	13
LGFCPJMF_06471	contig_2_pilon	158825	159022	-	198	10	3	16
LGFCPJMF_06472	contig_2_pilon	159493	160107	+	615	49	54	177
LGFCPJMF_06473	contig_2_pilon	160104	160790	+	687	137	111	262
LGFCPJMF_06474	contig_2_pilon	160887	161066	+	180	2	6	0
LGFCPJMF_06475	contig_2_pilon	161045	161353	+	309	16	10	2
LGFCPJMF_06476	contig_2_pilon	161611	162486	+	876	42	46	26
LGFCPJMF_06477	contig_2_pilon	162580	162897	+	318	38	101	114
LGFCPJMF_06478	contig_2_pilon	163106	163435	-	330	65	86	205
LGFCPJMF_06479	contig_2_pilon	163759	164199	+	441	4	9	0
LGFCPJMF_06480	contig_2_pilon	164370	165914	-	1545	44	54	55
LGFCPJMF_06481	contig_2_pilon	166243	166659	-	417	48	49	11
LGFCPJMF_06482	contig_2_pilon	167073	171101	+	4029	1407	1251	1861
LGFCPJMF_06483	contig_2_pilon	171112	171426	+	315	2104	2175	2324
LGFCPJMF_06484	contig_2_pilon	171655	172236	+	582	52	27	62
LGFCPJMF_06485	contig_2_pilon	172270	172932	-	663	127	135	156
LGFCPJMF_06486	contig_2_pilon	172997	173983	-	987	349	319	344
LGFCPJMF_06487	contig_2_pilon	174596	174793	+	198	14	8	0
LGFCPJMF_06488	contig_2_pilon	174979	176070	+	1092	8	4	12
LGFCPJMF_06489	contig_2_pilon	176118	176585	+	468	0	2	6
LGFCPJMF_06490	contig_2_pilon	177465	178715	+	1251	482	597	735
LGFCPJMF_06491	contig_2_pilon	178712	180265	+	1554	1416	1156	2487
LGFCPJMF_06492	contig_2_pilon	180262	180666	+	405	699	602	1630
LGFCPJMF_06493	contig_2_pilon	180992	181795	+	804	665	748	742
LGFCPJMF_06494	contig_2_pilon	182132	183046	-	915	429	574	548
LGFCPJMF_06495	contig_2_pilon	183232	184692	-	1461	10	44	66
LGFCPJMF_06496	contig_2_pilon	184978	185799	-	822	48	18	36
LGFCPJMF_06497	contig_2_pilon	185944	186282	+	339	146	152	81
LGFCPJMF_06498	contig_2_pilon	186342	187715	-	1374	59	53	130
LGFCPJMF_06499	contig_2_pilon	187946	188476	-	531	41	61	34
LGFCPJMF_06500	contig_2_pilon	188499	189698	-	1200	157	170	231
LGFCPJMF_06501	contig_2_pilon	189815	190105	-	291	5	8	31
LGFCPJMF_06502	contig_2_pilon	190157	190357	+	201	0	2	0
LGFCPJMF_06503	contig_2_pilon	190550	190804	+	255	3	4	16
LGFCPJMF_06504	contig_3_pilon	620	3361	+	2742	80	63	151
LGFCPJMF_06505	contig_3_pilon	3479	3985	+	507	260	238	300
LGFCPJMF_06506	contig_3_pilon	3996	4865	+	870	479	541	762
LGFCPJMF_06507	contig_3_pilon	4992	5483	-	492	0	2	0
LGFCPJMF_06508	contig_3_pilon	5557	7596	+	2040	578	609	539
LGFCPJMF_06509	contig_3_pilon	7608	8972	+	1365	630	666	929
LGFCPJMF_06510	contig_3_pilon	9106	9681	-	576	45	45	63
LGFCPJMF_06511	contig_3_pilon	9681	11324	-	1644	362	246	748
LGFCPJMF_06512	contig_3_pilon	11432	11557	-	126	1	3	16
LGFCPJMF_06513	contig_3_pilon	12487	12744	+	258	18	12	0
LGFCPJMF_06514	contig_3_pilon	12802	13089	-	288	68	68	71
LGFCPJMF_06515	contig_3_pilon	13336	14373	-	1038	1840	1356	3805
LGFCPJMF_06516	contig_3_pilon	14476	14670	+	195	2	3	23
LGFCPJMF_06517	contig_3_pilon	14667	14822	+	156	0	2	74
LGFCPJMF_06518	contig_3_pilon	14996	15943	-	948	86	48	88
LGFCPJMF_06519	contig_3_pilon	16090	16656	+	567	151	198	217
LGFCPJMF_06520	contig_3_pilon	17048	17626	-	579	307	352	382
LGFCPJMF_06521	contig_3_pilon	18142	18330	-	189	85	137	138
LGFCPJMF_06522	contig_3_pilon	18583	19194	-	612	2639	2751	1495
LGFCPJMF_06523	contig_3_pilon	19235	23218	-	3984	2152	2031	2841
LGFCPJMF_06524	contig_3_pilon	23520	24056	+	537	56	176	104
LGFCPJMF_06525	contig_3_pilon	24637	26181	+	1545	65	83	60
LGFCPJMF_06526	contig_3_pilon	26403	28181	+	1779	4	21	46
LGFCPJMF_06527	contig_3_pilon	28178	29344	+	1167	101	110	429
LGFCPJMF_06528	contig_3_pilon	29514	29996	+	483	30	31	24
LGFCPJMF_06529	contig_3_pilon	29945	30421	+	477	42	46	19
LGFCPJMF_06530	contig_3_pilon	30751	30858	+	108	1	3	0
LGFCPJMF_06531	contig_3_pilon	31527	32480	-	954	100	125	244
LGFCPJMF_06532	contig_3_pilon	32946	34007	-	1062	48	13	4
LGFCPJMF_06533	contig_3_pilon	34004	34549	-	546	6	7	0
LGFCPJMF_06534	contig_3_pilon	35575	36021	+	447	6	13	0
LGFCPJMF_06535	contig_3_pilon	36457	36843	+	387	156	188	166
LGFCPJMF_06536	contig_3_pilon	37436	38788	-	1353	1841	2075	3456
LGFCPJMF_06537	contig_3_pilon	39044	40432	-	1389	889	976	2006
LGFCPJMF_06538	contig_3_pilon	41637	41774	+	138	6	4	18
LGFCPJMF_06539	contig_3_pilon	42753	42986	-	234	41	55	29
LGFCPJMF_06540	contig_3_pilon	43159	43602	+	444	737	1068	748
LGFCPJMF_06541	contig_3_pilon	43703	44935	-	1233	61	31	28
LGFCPJMF_06542	contig_3_pilon	45269	45580	-	312	52	82	90
LGFCPJMF_06543	contig_3_pilon	45700	46056	+	357	73	44	85
LGFCPJMF_06544	contig_3_pilon	47019	48170	-	1152	29	26	30
LGFCPJMF_06545	contig_3_pilon	48411	48992	-	582	28	30	0
LGFCPJMF_06546	contig_3_pilon	49133	49597	-	465	8	11	19
LGFCPJMF_06547	contig_3_pilon	50046	50837	-	792	41	62	94
LGFCPJMF_06548	contig_3_pilon	51231	52025	+	795	67	146	136
LGFCPJMF_06549	contig_3_pilon	52067	53359	-	1293	130	54	80
LGFCPJMF_06550	contig_3_pilon	53720	54886	+	1167	257	356	439
LGFCPJMF_06551	contig_3_pilon	54937	55890	-	954	72	51	86
LGFCPJMF_06552	contig_3_pilon	55954	57159	+	1206	87	74	78
LGFCPJMF_06553	contig_3_pilon	57379	57990	-	612	7	19	17
LGFCPJMF_06554	contig_3_pilon	58287	59093	-	807	2	8	10
LGFCPJMF_06555	contig_3_pilon	59090	59446	-	357	1	2	0
LGFCPJMF_06556	contig_3_pilon	59490	60446	+	957	13	17	20
LGFCPJMF_06557	contig_3_pilon	60674	61867	+	1194	226	231	371
LGFCPJMF_06558	contig_3_pilon	62154	62849	+	696	61	50	8
LGFCPJMF_06559	contig_3_pilon	63053	63769	+	717	37	61	82
LGFCPJMF_06560	contig_3_pilon	63981	64496	+	516	99	117	94
LGFCPJMF_06561	contig_3_pilon	65029	66267	+	1239	30	67	34
LGFCPJMF_06562	contig_3_pilon	66615	67256	+	642	54	50	70
LGFCPJMF_06563	contig_3_pilon	67704	68294	-	591	104	55	36
LGFCPJMF_06564	contig_3_pilon	68272	69036	-	765	15	30	26
LGFCPJMF_06565	contig_3_pilon	69294	69917	-	624	56	73	119
LGFCPJMF_06566	contig_3_pilon	70064	71668	+	1605	0	18	26
LGFCPJMF_06567	contig_3_pilon	72321	73334	+	1014	4	17	8
LGFCPJMF_06568	contig_3_pilon	73434	74957	+	1524	28	25	14
LGFCPJMF_06569	contig_3_pilon	75067	75867	+	801	42	37	38
LGFCPJMF_06570	contig_3_pilon	75953	76855	-	903	18	15	38
LGFCPJMF_06571	contig_3_pilon	76981	77826	+	846	951	1121	1322
LGFCPJMF_06572	contig_3_pilon	78022	78771	-	750	20	15	118
LGFCPJMF_06574	contig_3_pilon	79570	81189	+	1620	77	68	92
LGFCPJMF_06575	contig_3_pilon	81212	82342	-	1131	119	158	360
LGFCPJMF_06576	contig_3_pilon	82374	83483	-	1110	77	54	20
LGFCPJMF_06577	contig_3_pilon	83528	84301	-	774	22	16	20
LGFCPJMF_06578	contig_3_pilon	84298	85380	-	1083	25	28	54
LGFCPJMF_06579	contig_3_pilon	85651	86754	-	1104	1181	1691	2914
LGFCPJMF_06580	contig_3_pilon	86956	87504	-	549	1520	1437	2926
LGFCPJMF_06581	contig_3_pilon	87640	87849	-	210	81	136	117
LGFCPJMF_06582	contig_3_pilon	87890	88366	-	477	168	227	349
LGFCPJMF_06583	contig_3_pilon	88543	89367	-	825	123	138	406
LGFCPJMF_06584	contig_3_pilon	89447	90154	-	708	81	70	86
LGFCPJMF_06585	contig_3_pilon	90291	91169	-	879	8	3	35
LGFCPJMF_06586	contig_3_pilon	91287	91820	-	534	37	24	207
LGFCPJMF_06587	contig_3_pilon	91967	92683	+	717	77	55	124
LGFCPJMF_06588	contig_3_pilon	92742	93986	-	1245	97	84	205
LGFCPJMF_06589	contig_3_pilon	94078	95292	-	1215	34	62	58
LGFCPJMF_06590	contig_3_pilon	95289	98450	-	3162	111	133	138
LGFCPJMF_06591	contig_3_pilon	98507	98995	-	489	35	42	46
LGFCPJMF_06592	contig_3_pilon	99422	100447	-	1026	111	90	56
LGFCPJMF_06593	contig_3_pilon	100649	101044	+	396	2	0	0
LGFCPJMF_06594	contig_3_pilon	101001	103211	-	2211	10	4	2
LGFCPJMF_06595	contig_3_pilon	103208	105082	-	1875	8	12	21
LGFCPJMF_06596	contig_3_pilon	105122	106339	-	1218	142	16	70
LGFCPJMF_06597	contig_3_pilon	106336	106623	-	288	5	2	0
LGFCPJMF_06598	contig_3_pilon	106620	107975	-	1356	36	17	18
LGFCPJMF_06599	contig_3_pilon	108072	108518	+	447	241	354	389
LGFCPJMF_06600	contig_3_pilon	108830	109264	+	435	50	105	139
LGFCPJMF_06601	contig_3_pilon	109442	112621	+	3180	61	74	8
LGFCPJMF_06602	contig_3_pilon	112709	114223	-	1515	96	55	134
LGFCPJMF_06603	contig_3_pilon	114238	115830	-	1593	53	69	62
LGFCPJMF_06604	contig_3_pilon	116063	117703	+	1641	34	30	4
LGFCPJMF_06605	contig_3_pilon	117725	118477	-	753	765	445	1578
LGFCPJMF_06606	contig_3_pilon	118474	119130	-	657	1819	1462	3522
LGFCPJMF_06607	contig_3_pilon	119127	119876	-	750	1010	405	3110
LGFCPJMF_06608	contig_3_pilon	119873	120907	-	1035	5081	2743	7069
LGFCPJMF_06609	contig_3_pilon	121210	121560	+	351	4	6	44
LGFCPJMF_06610	contig_3_pilon	121610	122248	+	639	40	49	94
LGFCPJMF_06611	contig_3_pilon	122645	126937	+	4293	2095	2620	3707
LGFCPJMF_06612	contig_3_pilon	127017	129521	+	2505	372	400	896
LGFCPJMF_06613	contig_3_pilon	129615	130541	+	927	72	103	111
LGFCPJMF_06614	contig_3_pilon	130564	131298	-	735	44	52	82
LGFCPJMF_06615	contig_3_pilon	131332	131931	-	600	57	89	54
LGFCPJMF_06616	contig_3_pilon	132078	132269	+	192	21	61	9
LGFCPJMF_06617	contig_3_pilon	132266	133453	+	1188	74	108	158
LGFCPJMF_06618	contig_3_pilon	133487	134002	+	516	23	47	114
LGFCPJMF_06619	contig_3_pilon	134043	135713	-	1671	19	36	32
LGFCPJMF_06620	contig_3_pilon	135796	135990	-	195	6	11	0
LGFCPJMF_06621	contig_3_pilon	136055	137131	-	1077	4	9	8
LGFCPJMF_06622	contig_3_pilon	137643	138062	+	420	0	0	0
LGFCPJMF_06623	contig_3_pilon	138154	138720	+	567	128	156	172
LGFCPJMF_06624	contig_3_pilon	138816	139190	+	375	80	110	151
LGFCPJMF_06625	contig_3_pilon	139187	139759	-	573	69	68	113
LGFCPJMF_06626	contig_3_pilon	139793	141502	-	1710	23	15	34
LGFCPJMF_06627	contig_3_pilon	141583	143217	-	1635	46	122	107
LGFCPJMF_06628	contig_3_pilon	143654	144616	+	963	22	31	71
LGFCPJMF_06629	contig_3_pilon	144652	145251	+	600	12	26	9
LGFCPJMF_06630	contig_3_pilon	145254	145484	-	231	2	2	0
LGFCPJMF_06631	contig_3_pilon	146164	146313	+	150	97	115	13
LGFCPJMF_06632	contig_3_pilon	146730	147146	+	417	50	79	68
LGFCPJMF_06633	contig_3_pilon	147292	148302	+	1011	26	26	14
LGFCPJMF_06634	contig_3_pilon	148626	149993	+	1368	27	43	71
LGFCPJMF_06635	contig_3_pilon	149993	150940	+	948	2	16	0
LGFCPJMF_06636	contig_3_pilon	150940	151821	+	882	36	43	0
LGFCPJMF_06637	contig_3_pilon	151903	153507	+	1605	25	7	33
LGFCPJMF_06638	contig_3_pilon	153549	156044	+	2496	330	236	494
LGFCPJMF_06639	contig_3_pilon	156411	157349	-	939	40	49	84
LGFCPJMF_06640	contig_3_pilon	157631	158623	+	993	189	140	265
LGFCPJMF_06641	contig_3_pilon	158739	159368	+	630	77	68	108
LGFCPJMF_06642	contig_3_pilon	159388	159768	-	381	38	53	77
LGFCPJMF_06643	contig_3_pilon	159904	160560	+	657	48	38	96
LGFCPJMF_06644	contig_3_pilon	160589	161101	-	513	3	6	0
LGFCPJMF_06645	contig_3_pilon	161238	162776	+	1539	2	4	0
LGFCPJMF_06646	contig_3_pilon	162870	163610	+	741	28	20	44
LGFCPJMF_06647	contig_3_pilon	163637	164059	-	423	3	24	36
LGFCPJMF_06648	contig_3_pilon	164239	165171	-	933	75	85	130
LGFCPJMF_06649	contig_3_pilon	165171	165968	-	798	106	153	296
LGFCPJMF_06650	contig_3_pilon	166147	166758	+	612	10	14	26
LGFCPJMF_06651	contig_3_pilon	166781	167803	-	1023	1085	1736	1949
LGFCPJMF_06652	contig_3_pilon	167949	168569	-	621	38	43	125
LGFCPJMF_06653	contig_3_pilon	168775	169995	+	1221	60	37	135
LGFCPJMF_06654	contig_3_pilon	170016	170207	+	192	6	3	14
LGFCPJMF_06655	contig_3_pilon	170298	171269	-	972	18	5	16
LGFCPJMF_06656	contig_3_pilon	171670	171963	+	294	2	9	2
LGFCPJMF_06657	contig_3_pilon	172468	172965	-	498	0	0	0
LGFCPJMF_06658	contig_3_pilon	173543	173944	+	402	0	2	0
LGFCPJMF_06659	contig_3_pilon	174044	175378	-	1335	34	4	0
LGFCPJMF_06660	contig_3_pilon	175596	176288	-	693	54	74	132
LGFCPJMF_06661	contig_3_pilon	176343	176927	-	585	59	64	206
LGFCPJMF_06662	contig_3_pilon	177054	178310	-	1257	18	21	70
LGFCPJMF_06663	contig_3_pilon	178483	179397	-	915	145	125	198
LGFCPJMF_06664	contig_3_pilon	179529	179873	-	345	25	34	49
LGFCPJMF_06665	contig_3_pilon	179902	180306	-	405	68	75	126
LGFCPJMF_06666	contig_3_pilon	180338	181057	-	720	35	20	18
LGFCPJMF_06667	contig_3_pilon	181195	182208	-	1014	12	5	0
LGFCPJMF_06668	contig_3_pilon	182843	184507	-	1665	120	109	303
LGFCPJMF_06669	contig_3_pilon	184873	185835	+	963	338	609	466
LGFCPJMF_06670	contig_3_pilon	186038	186937	+	900	15	12	0
LGFCPJMF_06671	contig_3_pilon	187093	187677	-	585	23	28	5
LGFCPJMF_06672	contig_3_pilon	187809	188756	-	948	37	50	106
LGFCPJMF_06673	contig_3_pilon	189000	189269	+	270	712	540	825
LGFCPJMF_06674	contig_3_pilon	189574	190023	-	450	347	383	532
LGFCPJMF_06675	contig_3_pilon	190243	190779	+	537	90	110	231
LGFCPJMF_06676	contig_3_pilon	190643	191515	-	873	62	61	94
LGFCPJMF_06677	contig_3_pilon	191512	192432	-	921	32	35	81
LGFCPJMF_06678	contig_3_pilon	192429	192857	-	429	18	24	20
LGFCPJMF_06679	contig_3_pilon	192854	193342	-	489	67	63	63
LGFCPJMF_06680	contig_3_pilon	193501	194988	-	1488	59	80	242
LGFCPJMF_06681	contig_3_pilon	195167	195991	+	825	3	0	0
LGFCPJMF_06682	contig_3_pilon	196040	197011	+	972	384	292	353
LGFCPJMF_06683	contig_3_pilon	197161	197772	-	612	1608	1933	1149
LGFCPJMF_06684	contig_3_pilon	197891	205537	-	7647	1868	2398	2886
LGFCPJMF_06685	contig_3_pilon	205534	208935	-	3402	1316	1697	2122
LGFCPJMF_06686	contig_3_pilon	208932	210215	-	1284	525	829	497
LGFCPJMF_06687	contig_3_pilon	210674	210895	+	222	54	129	109
LGFCPJMF_06688	contig_3_pilon	211305	212477	+	1173	325	137	867
LGFCPJMF_06689	contig_3_pilon	212474	212623	+	150	57	51	283
LGFCPJMF_06690	contig_3_pilon	212620	214170	+	1551	439	395	1048
LGFCPJMF_06691	contig_3_pilon	214167	216119	+	1953	282	222	534
LGFCPJMF_06692	contig_3_pilon	216324	216467	+	144	133	98	39
LGFCPJMF_06693	contig_3_pilon	216543	218144	-	1602	306	230	487
LGFCPJMF_06694	contig_3_pilon	218191	219393	-	1203	317	168	339
LGFCPJMF_06695	contig_3_pilon	219769	220080	-	312	269	257	155
LGFCPJMF_06696	contig_3_pilon	220361	221026	-	666	3293	3140	6602
LGFCPJMF_06697	contig_3_pilon	221313	222200	-	888	607	859	654
LGFCPJMF_06698	contig_3_pilon	222243	223343	+	1101	3187	3047	7290
LGFCPJMF_06699	contig_3_pilon	223398	223772	+	375	818	463	723
LGFCPJMF_06700	contig_3_pilon	223981	224394	-	414	104	97	135
LGFCPJMF_06701	contig_3_pilon	224458	225432	-	975	0	2	5
LGFCPJMF_06702	contig_3_pilon	225548	226765	-	1218	71	93	213
LGFCPJMF_06703	contig_3_pilon	226961	227161	+	201	8146	7840	12382
LGFCPJMF_06704	contig_3_pilon	227181	227483	-	303	96	7	70
LGFCPJMF_06705	contig_3_pilon	227598	227867	+	270	6119	3753	6979
LGFCPJMF_06706	contig_3_pilon	228015	228230	-	216	19	12	4
LGFCPJMF_06708	contig_3_pilon	249759	250652	-	894	4	18	30
LGFCPJMF_06709	contig_3_pilon	250954	252582	-	1629	42	70	31
LGFCPJMF_06710	contig_3_pilon	252604	254745	-	2142	20	24	9
LGFCPJMF_06711	contig_3_pilon	254863	255345	-	483	6	3	0
LGFCPJMF_06712	contig_3_pilon	255696	256799	+	1104	35	20	10
LGFCPJMF_06713	contig_3_pilon	257019	258944	-	1926	212	178	286
LGFCPJMF_06714	contig_3_pilon	259195	259425	-	231	27	78	60
LGFCPJMF_06715	contig_3_pilon	259646	259846	-	201	29	37	14
LGFCPJMF_06716	contig_3_pilon	259982	261463	-	1482	64	84	197
LGFCPJMF_06717	contig_3_pilon	261805	262221	-	417	2	2	0
LGFCPJMF_06718	contig_3_pilon	262430	262966	-	537	26	37	38
LGFCPJMF_06719	contig_3_pilon	263022	263900	-	879	26	4	4
LGFCPJMF_06720	contig_3_pilon	264237	264992	+	756	913	839	2359
LGFCPJMF_06721	contig_3_pilon	265299	265493	+	195	830	805	2247
LGFCPJMF_06722	contig_3_pilon	265556	267514	+	1959	1160	838	2648
LGFCPJMF_06723	contig_3_pilon	267719	268459	+	741	311	193	422
LGFCPJMF_06724	contig_3_pilon	268494	269996	-	1503	251	141	261
LGFCPJMF_06725	contig_3_pilon	270097	270819	+	723	16	13	10
LGFCPJMF_06726	contig_3_pilon	270990	271916	+	927	42	40	2
LGFCPJMF_06727	contig_3_pilon	272044	272865	+	822	909	770	1100
LGFCPJMF_06728	contig_3_pilon	273258	273641	+	384	21048	29109	24485
LGFCPJMF_06729	contig_3_pilon	274108	274695	-	588	805	697	1810
LGFCPJMF_06730	contig_3_pilon	274836	275204	-	369	2771	2563	4798
LGFCPJMF_06731	contig_3_pilon	275334	275579	+	246	987	600	1736
LGFCPJMF_06732	contig_3_pilon	275672	276637	-	966	26326	26988	41332
LGFCPJMF_06733	contig_3_pilon	276801	277559	-	759	953	722	1007
LGFCPJMF_06734	contig_3_pilon	277556	279208	-	1653	112	173	422
LGFCPJMF_06735	contig_3_pilon	279841	281481	-	1641	92	74	124
LGFCPJMF_06736	contig_3_pilon	281628	282068	-	441	234	403	278
LGFCPJMF_06737	contig_3_pilon	282190	282699	+	510	2128	3288	2073
LGFCPJMF_06738	contig_3_pilon	282724	283824	-	1101	9	0	14
LGFCPJMF_06739	contig_3_pilon	283821	285002	-	1182	6	3	24
LGFCPJMF_06740	contig_3_pilon	285304	286494	+	1191	30	40	100
LGFCPJMF_06741	contig_3_pilon	286532	287704	-	1173	619	715	1025
LGFCPJMF_06742	contig_3_pilon	288150	289421	+	1272	16	34	32
LGFCPJMF_06743	contig_3_pilon	290186	291106	-	921	28	28	54
LGFCPJMF_06744	contig_3_pilon	291192	291761	+	570	37	26	54
LGFCPJMF_06745	contig_3_pilon	292368	293201	-	834	118	84	103
LGFCPJMF_06746	contig_3_pilon	293588	293944	+	357	39	29	30
LGFCPJMF_06747	contig_3_pilon	293944	294567	+	624	48	29	66
LGFCPJMF_06748	contig_3_pilon	294564	295712	-	1149	158	141	294
LGFCPJMF_06749	contig_3_pilon	295928	297664	-	1737	132	99	220
LGFCPJMF_06750	contig_3_pilon	297679	299109	-	1431	55	51	146
LGFCPJMF_06751	contig_3_pilon	299477	300151	+	675	16	33	24
LGFCPJMF_06752	contig_3_pilon	301069	302376	-	1308	10	10	4
LGFCPJMF_06753	contig_3_pilon	302591	303013	+	423	44	26	122
LGFCPJMF_06754	contig_3_pilon	303115	305745	-	2631	18	43	50
LGFCPJMF_06755	contig_3_pilon	306017	306676	-	660	110	127	162
LGFCPJMF_06756	contig_3_pilon	306842	307456	+	615	7	1	0
LGFCPJMF_06757	contig_3_pilon	307447	308595	+	1149	12	20	70
LGFCPJMF_06758	contig_3_pilon	308592	309515	+	924	6	1	7
LGFCPJMF_06759	contig_3_pilon	309695	310954	+	1260	53	47	88
LGFCPJMF_06760	contig_3_pilon	311205	312728	+	1524	893	834	2034
LGFCPJMF_06761	contig_3_pilon	312944	313810	-	867	69	40	10
LGFCPJMF_06762	contig_3_pilon	313822	314469	+	648	515	776	906
LGFCPJMF_06763	contig_3_pilon	314445	315623	+	1179	576	402	1541
LGFCPJMF_06764	contig_3_pilon	315686	316180	-	495	10	4	2
LGFCPJMF_06765	contig_3_pilon	316535	316963	-	429	20	29	13
LGFCPJMF_06766	contig_3_pilon	317411	317539	-	129	5	3	0
LGFCPJMF_06767	contig_3_pilon	317761	318426	-	666	72	146	168
LGFCPJMF_06768	contig_3_pilon	318536	319483	+	948	6	27	6
LGFCPJMF_06769	contig_3_pilon	319624	319980	+	357	977	1493	1132
LGFCPJMF_06770	contig_3_pilon	320904	321107	+	204	2952	4654	3281
LGFCPJMF_06771	contig_3_pilon	321315	322025	-	711	194	191	122
LGFCPJMF_06772	contig_3_pilon	322003	322806	-	804	25	31	38
LGFCPJMF_06773	contig_3_pilon	323054	323323	-	270	54	55	43
LGFCPJMF_06774	contig_3_pilon	323521	323859	-	339	180	156	205
