# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "R7/featureCount_R7.txt" "R7/R7_rep1_rna_map.sorted.bam" "R7/R7_rep2_rna_map.sorted.bam" "R7/R7_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	R7/R7_rep1_rna_map.sorted.bam	R7/R7_rep2_rna_map.sorted.bam	R7/R7_rep3_rna_map.sorted.bam
PAOEAKHP_07774	contig_2_pilon	8747770	8749410	-	1641	4157	4773	4910
PAOEAKHP_07775	contig_2_pilon	8749412	8753101	-	3690	4497	4727	5804
PAOEAKHP_07776	contig_2_pilon	8753515	8754276	+	762	615	598	587
PAOEAKHP_07777	contig_2_pilon	8754736	8756355	-	1620	0	12	4
PAOEAKHP_07778	contig_2_pilon	8756904	8757722	-	819	0	0	0
PAOEAKHP_07779	contig_2_pilon	8757719	8758747	-	1029	0	0	0
PAOEAKHP_07780	contig_2_pilon	8759016	8760770	+	1755	0	3	13
PAOEAKHP_07781	contig_2_pilon	8760937	8764035	+	3099	52	36	69
PAOEAKHP_07782	contig_2_pilon	8764912	8765232	-	321	158	145	122
PAOEAKHP_07783	contig_2_pilon	8765381	8765752	-	372	105	95	79
PAOEAKHP_07784	contig_2_pilon	8765884	8766666	+	783	4	2	27
PAOEAKHP_07785	contig_2_pilon	8766810	8767796	+	987	25	10	26
PAOEAKHP_07786	contig_2_pilon	8767784	8768254	+	471	26	31	45
PAOEAKHP_07787	contig_2_pilon	8768227	8769117	-	891	0	2	4
PAOEAKHP_07788	contig_2_pilon	8769360	8770604	+	1245	22	14	3
PAOEAKHP_07789	contig_2_pilon	8770701	8771300	+	600	2	8	0
PAOEAKHP_07790	contig_2_pilon	8771355	8772104	-	750	67	54	71
PAOEAKHP_07791	contig_2_pilon	8772323	8772421	-	99	2	0	0
PAOEAKHP_07792	contig_2_pilon	8772477	8772584	+	108	20	10	14
PAOEAKHP_07793	contig_2_pilon	8772730	8774586	+	1857	170	235	225
PAOEAKHP_07794	contig_2_pilon	8774609	8774866	+	258	4	7	6
PAOEAKHP_07795	contig_2_pilon	8774912	8775328	+	417	2	15	8
PAOEAKHP_07796	contig_2_pilon	8775333	8777294	+	1962	32	37	32
PAOEAKHP_07797	contig_2_pilon	8777370	8778377	-	1008	21	39	22
PAOEAKHP_07798	contig_2_pilon	8778512	8779450	+	939	12	0	0
PAOEAKHP_07799	contig_2_pilon	8779464	8780300	-	837	8	8	0
PAOEAKHP_07800	contig_2_pilon	8780590	8781873	+	1284	6	4	4
PAOEAKHP_07801	contig_2_pilon	8781945	8782439	-	495	12	3	4
PAOEAKHP_07802	contig_2_pilon	8782432	8783553	-	1122	8	4	17
PAOEAKHP_07803	contig_2_pilon	8783550	8783927	-	378	11	13	12
PAOEAKHP_07804	contig_2_pilon	8784044	8784517	+	474	8	2	11
PAOEAKHP_07805	contig_2_pilon	8784947	8785270	-	324	0	0	12
PAOEAKHP_07806	contig_2_pilon	8785511	8785792	-	282	0	0	0
PAOEAKHP_07807	contig_2_pilon	8786388	8787380	-	993	55	29	33
PAOEAKHP_07808	contig_2_pilon	8788274	8789182	+	909	17	0	3
PAOEAKHP_07809	contig_2_pilon	8789206	8790123	+	918	2	0	5
PAOEAKHP_07810	contig_2_pilon	8790482	8791684	+	1203	26	44	39
PAOEAKHP_07811	contig_2_pilon	8792036	8793019	+	984	1	23	11
PAOEAKHP_07812	contig_2_pilon	8793024	8793377	-	354	0	0	0
PAOEAKHP_07813	contig_2_pilon	8793610	8795103	+	1494	0	0	0
PAOEAKHP_07814	contig_2_pilon	8795256	8795936	+	681	135	78	81
PAOEAKHP_07815	contig_2_pilon	8795926	8797275	+	1350	144	211	117
PAOEAKHP_07816	contig_2_pilon	8797337	8798023	+	687	68	70	70
PAOEAKHP_07817	contig_2_pilon	8798053	8798340	-	288	0	0	1
PAOEAKHP_07818	contig_2_pilon	8798343	8798810	-	468	0	0	3
PAOEAKHP_07819	contig_2_pilon	8799049	8800032	+	984	72	63	89
PAOEAKHP_07820	contig_2_pilon	8800201	8800374	+	174	4	3	12
PAOEAKHP_07821	contig_2_pilon	8800501	8800737	+	237	3	2	9
PAOEAKHP_07822	contig_2_pilon	8800765	8801616	-	852	51	26	27
PAOEAKHP_07823	contig_2_pilon	8801727	8802317	+	591	2	4	6
PAOEAKHP_07824	contig_2_pilon	8802513	8805152	+	2640	127	196	167
PAOEAKHP_07825	contig_2_pilon	8805360	8805902	+	543	4	9	11
PAOEAKHP_07826	contig_2_pilon	8805970	8806743	-	774	25	31	38
PAOEAKHP_07827	contig_2_pilon	8806799	8807437	-	639	76	83	78
PAOEAKHP_07828	contig_2_pilon	8807553	8807774	+	222	1	0	7
PAOEAKHP_07829	contig_2_pilon	8807814	8808197	+	384	69	109	153
PAOEAKHP_07830	contig_2_pilon	8808303	8809115	+	813	267	366	543
PAOEAKHP_07831	contig_2_pilon	8809198	8809782	-	585	0	0	11
PAOEAKHP_07832	contig_2_pilon	8810071	8810379	+	309	47	64	77
PAOEAKHP_07833	contig_2_pilon	8810563	8811339	+	777	10	18	26
PAOEAKHP_07834	contig_2_pilon	8811726	8813123	+	1398	8	4	10
PAOEAKHP_07835	contig_2_pilon	8813529	8814527	+	999	22	30	36
PAOEAKHP_07836	contig_2_pilon	8814567	8815724	-	1158	12	11	24
PAOEAKHP_07837	contig_2_pilon	8815721	8816809	-	1089	0	0	0
PAOEAKHP_07838	contig_2_pilon	8816952	8817929	+	978	7	14	24
PAOEAKHP_07839	contig_2_pilon	8818053	8818283	+	231	0	2	3
PAOEAKHP_07840	contig_2_pilon	8818280	8822242	+	3963	95	78	92
PAOEAKHP_07841	contig_2_pilon	8822385	8823473	+	1089	6	0	2
PAOEAKHP_07842	contig_2_pilon	8823493	8824482	-	990	0	6	6
PAOEAKHP_07843	contig_2_pilon	8824570	8825829	+	1260	0	0	2
PAOEAKHP_07844	contig_2_pilon	8825745	8827022	-	1278	10	8	16
PAOEAKHP_07845	contig_2_pilon	8827094	8827696	-	603	9	2	4
PAOEAKHP_07846	contig_2_pilon	8827868	8828746	+	879	4	17	4
PAOEAKHP_07847	contig_2_pilon	8828793	8829605	-	813	4	8	4
PAOEAKHP_07848	contig_2_pilon	8829612	8830187	+	576	0	0	0
PAOEAKHP_07849	contig_2_pilon	8830221	8831453	-	1233	7	12	23
PAOEAKHP_07850	contig_2_pilon	8831559	8832632	-	1074	33	78	50
PAOEAKHP_07851	contig_2_pilon	8832629	8833681	-	1053	117	99	113
PAOEAKHP_07852	contig_2_pilon	8833678	8834280	-	603	0	0	0
PAOEAKHP_07853	contig_2_pilon	8834268	8835155	-	888	10	1	18
PAOEAKHP_07854	contig_2_pilon	8835152	8836150	-	999	16	15	28
PAOEAKHP_07855	contig_2_pilon	8836203	8837270	-	1068	29	12	35
PAOEAKHP_07856	contig_2_pilon	8837278	8840841	-	3564	116	126	112
PAOEAKHP_07857	contig_2_pilon	8841076	8842236	+	1161	0	0	0
PAOEAKHP_07858	contig_2_pilon	8842236	8843573	+	1338	0	2	0
PAOEAKHP_07859	contig_2_pilon	8843610	8844581	+	972	0	2	2
PAOEAKHP_07860	contig_2_pilon	8844608	8845948	-	1341	37	81	76
PAOEAKHP_07861	contig_2_pilon	8846129	8846725	+	597	1	6	6
PAOEAKHP_07862	contig_2_pilon	8846725	8849649	+	2925	124	124	146
PAOEAKHP_07863	contig_2_pilon	8849857	8850630	+	774	4	8	5
PAOEAKHP_07864	contig_2_pilon	8850793	8851968	+	1176	47	27	51
PAOEAKHP_07865	contig_2_pilon	8851974	8852936	-	963	66	35	33
PAOEAKHP_07866	contig_2_pilon	8853110	8853598	+	489	1	0	8
PAOEAKHP_07867	contig_2_pilon	8853658	8854491	-	834	79	55	42
PAOEAKHP_07868	contig_2_pilon	8854843	8856366	+	1524	0	5	6
PAOEAKHP_07869	contig_2_pilon	8856615	8858342	-	1728	189	182	172
PAOEAKHP_07870	contig_2_pilon	8858339	8858614	-	276	50	81	80
PAOEAKHP_07871	contig_2_pilon	8859476	8860507	+	1032	0	9	12
PAOEAKHP_07872	contig_2_pilon	8860637	8861404	+	768	11	19	22
PAOEAKHP_07873	contig_2_pilon	8861537	8864440	+	2904	204	233	215
PAOEAKHP_07874	contig_2_pilon	8864451	8867267	+	2817	160	57	278
PAOEAKHP_07875	contig_2_pilon	8867257	8870013	+	2757	160	190	175
PAOEAKHP_07876	contig_2_pilon	8870322	8871083	+	762	125	71	126
PAOEAKHP_07877	contig_2_pilon	8871381	8899874	+	28494	2239	2121	2615
PAOEAKHP_07878	contig_2_pilon	8899885	8906280	+	6396	90	42	108
PAOEAKHP_07879	contig_2_pilon	8906316	8918492	+	12177	26	73	64
PAOEAKHP_07880	contig_2_pilon	8918666	8939020	+	20355	3568	3695	4248
PAOEAKHP_07881	contig_2_pilon	8939129	8940253	-	1125	78	69	84
PAOEAKHP_07882	contig_2_pilon	8940495	8942144	+	1650	4	3	4
PAOEAKHP_07883	contig_2_pilon	8942374	8943756	+	1383	14	30	12
PAOEAKHP_07884	contig_2_pilon	8943810	8944868	+	1059	4	21	14
PAOEAKHP_07885	contig_2_pilon	8944897	8946159	+	1263	60	119	125
PAOEAKHP_07886	contig_2_pilon	8946245	8946436	+	192	10	20	28
PAOEAKHP_07887	contig_2_pilon	8946520	8951730	+	5211	96	98	120
PAOEAKHP_07888	contig_2_pilon	8951815	8953494	-	1680	3	10	10
PAOEAKHP_07889	contig_2_pilon	8953624	8954970	-	1347	0	2	22
PAOEAKHP_07890	contig_2_pilon	8955276	8955677	-	402	8	8	4
PAOEAKHP_07891	contig_2_pilon	8955720	8956532	+	813	5	7	3
PAOEAKHP_07892	contig_2_pilon	8956544	8956795	-	252	9	19	12
PAOEAKHP_07893	contig_2_pilon	8956827	8957420	+	594	9	3	28
PAOEAKHP_07894	contig_2_pilon	8957465	8957689	-	225	8	17	13
PAOEAKHP_07895	contig_2_pilon	8958329	8958970	+	642	8	23	18
PAOEAKHP_07896	contig_2_pilon	8959281	8960042	+	762	8	6	8
PAOEAKHP_07897	contig_2_pilon	8960089	8960664	-	576	48	25	67
PAOEAKHP_07899	contig_2_pilon	8961449	8962522	+	1074	2920	3024	3336
PAOEAKHP_07900	contig_2_pilon	8962569	8963765	+	1197	821	837	1051
PAOEAKHP_07901	contig_2_pilon	8963898	8964200	+	303	168	118	123
PAOEAKHP_07902	contig_2_pilon	8964282	8965415	-	1134	40	65	53
PAOEAKHP_07903	contig_2_pilon	8965742	8966158	+	417	4	0	0
PAOEAKHP_07904	contig_2_pilon	8966358	8966636	-	279	0	0	0
PAOEAKHP_07905	contig_2_pilon	8966913	8967941	+	1029	14	42	34
PAOEAKHP_07906	contig_2_pilon	8967938	8968651	+	714	13	26	14
PAOEAKHP_07907	contig_2_pilon	8968881	8969690	+	810	41	82	95
PAOEAKHP_07908	contig_2_pilon	8969818	8970567	-	750	10	5	4
PAOEAKHP_07909	contig_2_pilon	8970675	8971154	+	480	15	19	10
PAOEAKHP_07910	contig_2_pilon	8971280	8972023	+	744	46	22	49
PAOEAKHP_07911	contig_2_pilon	8972032	8973816	-	1785	91	116	161
PAOEAKHP_07912	contig_2_pilon	8973877	8974296	-	420	19	20	35
PAOEAKHP_07913	contig_2_pilon	8974489	8975040	-	552	0	2	1
PAOEAKHP_07914	contig_2_pilon	8975362	8975898	+	537	25	43	81
PAOEAKHP_07915	contig_2_pilon	8976238	8977227	+	990	6	12	13
PAOEAKHP_07916	contig_2_pilon	8977266	8980007	+	2742	630	517	463
PAOEAKHP_07917	contig_2_pilon	8980182	8980304	+	123	1	5	6
PAOEAKHP_07918	contig_2_pilon	8980316	8981200	+	885	110	51	50
PAOEAKHP_07919	contig_2_pilon	8981216	8981758	-	543	4	4	0
PAOEAKHP_07920	contig_2_pilon	8981790	8982518	-	729	0	0	4
PAOEAKHP_07921	contig_2_pilon	8982568	8983464	-	897	8	0	0
PAOEAKHP_07922	contig_2_pilon	8983489	8986182	-	2694	2	0	2
PAOEAKHP_07923	contig_2_pilon	8986303	8987142	-	840	0	1	0
PAOEAKHP_07924	contig_2_pilon	8987142	8987426	-	285	0	4	4
PAOEAKHP_07925	contig_2_pilon	8987433	8989754	-	2322	26	28	36
PAOEAKHP_07926	contig_2_pilon	8989760	8990299	-	540	10	0	6
PAOEAKHP_07927	contig_2_pilon	8990507	8991388	+	882	41	44	69
PAOEAKHP_07928	contig_2_pilon	8991434	8992141	-	708	14	3	5
PAOEAKHP_07929	contig_2_pilon	8992149	8992700	-	552	0	1	0
PAOEAKHP_07930	contig_2_pilon	8992722	8993753	-	1032	0	2	2
PAOEAKHP_07931	contig_2_pilon	8993750	8994862	-	1113	9	0	3
PAOEAKHP_07932	contig_2_pilon	8994862	8995545	-	684	7	0	0
PAOEAKHP_07933	contig_2_pilon	8995536	8996936	-	1401	8	2	15
PAOEAKHP_07934	contig_2_pilon	8996933	8997718	-	786	38	14	48
PAOEAKHP_07935	contig_2_pilon	8997720	8998538	-	819	4	0	18
PAOEAKHP_07936	contig_2_pilon	8998535	8999011	-	477	0	0	0
PAOEAKHP_07937	contig_2_pilon	8999008	9000183	-	1176	14	24	18
PAOEAKHP_07938	contig_2_pilon	9000348	9001190	-	843	0	0	8
PAOEAKHP_07939	contig_2_pilon	9001441	9002910	+	1470	6	0	0
PAOEAKHP_07940	contig_2_pilon	9003021	9005069	+	2049	46	75	90
PAOEAKHP_07941	contig_2_pilon	9005175	9006908	+	1734	491	515	704
PAOEAKHP_07942	contig_2_pilon	9006974	9007558	+	585	883	550	927
PAOEAKHP_07943	contig_2_pilon	9007825	9008097	+	273	140	154	130
PAOEAKHP_07944	contig_2_pilon	9008222	9008530	+	309	1	11	3
PAOEAKHP_07945	contig_2_pilon	9008469	9008777	+	309	0	9	11
PAOEAKHP_07946	contig_2_pilon	9008905	9009708	+	804	22	42	15
PAOEAKHP_07947	contig_2_pilon	9010233	9010952	-	720	35	37	32
PAOEAKHP_07948	contig_2_pilon	9011470	9012675	+	1206	30	45	38
PAOEAKHP_07949	contig_2_pilon	9013034	9022573	+	9540	285	286	292
PAOEAKHP_07950	contig_2_pilon	9022577	9023839	+	1263	9	35	16
PAOEAKHP_07951	contig_2_pilon	9023867	9029449	+	5583	223	190	217
PAOEAKHP_07952	contig_2_pilon	9029442	9033281	+	3840	80	86	44
PAOEAKHP_07953	contig_2_pilon	9033722	9034255	+	534	0	15	4
PAOEAKHP_07954	contig_2_pilon	9034597	9035223	-	627	0	0	2
PAOEAKHP_07955	contig_2_pilon	9035314	9035721	+	408	1	0	6
PAOEAKHP_07956	contig_2_pilon	9036212	9036601	-	390	12	8	14
PAOEAKHP_07957	contig_2_pilon	9037381	9037719	+	339	41	34	24
PAOEAKHP_07958	contig_2_pilon	9037917	9038186	+	270	17	24	28
PAOEAKHP_07959	contig_2_pilon	9038434	9039237	+	804	5652	5985	4663
PAOEAKHP_07960	contig_2_pilon	9039215	9039925	+	711	11219	10765	10458
PAOEAKHP_07961	contig_2_pilon	9040133	9040336	-	204	19	19	35
PAOEAKHP_07962	contig_2_pilon	9041260	9041616	-	357	8	13	26
PAOEAKHP_07963	contig_2_pilon	9041757	9042704	-	948	208	333	220
PAOEAKHP_07964	contig_2_pilon	9042814	9043479	+	666	6	1	32
PAOEAKHP_07965	contig_2_pilon	9044277	9044705	+	429	14	15	4
PAOEAKHP_07966	contig_2_pilon	9044824	9045063	+	240	0	2	0
PAOEAKHP_07967	contig_2_pilon	9045060	9045554	+	495	0	0	0
PAOEAKHP_07968	contig_2_pilon	9045617	9047419	-	1803	93	130	136
PAOEAKHP_07969	contig_2_pilon	9047431	9048297	+	867	222	258	218
PAOEAKHP_07970	contig_2_pilon	9048513	9050036	-	1524	102	82	69
PAOEAKHP_07971	contig_2_pilon	9050285	9051544	-	1260	0	2	8
PAOEAKHP_07972	contig_2_pilon	9051724	9052647	-	924	0	1	0
PAOEAKHP_07973	contig_2_pilon	9052644	9053792	-	1149	4	8	2
PAOEAKHP_07974	contig_2_pilon	9053783	9054397	-	615	0	0	0
PAOEAKHP_07975	contig_2_pilon	9054563	9055222	+	660	4	4	2
PAOEAKHP_07976	contig_2_pilon	9055494	9058124	+	2631	31	59	30
PAOEAKHP_07977	contig_2_pilon	9058226	9058648	-	423	0	1	2
PAOEAKHP_07978	contig_2_pilon	9058863	9060170	+	1308	74	76	34
PAOEAKHP_07979	contig_2_pilon	9061088	9061762	-	675	130	80	136
PAOEAKHP_07980	contig_2_pilon	9062130	9063560	+	1431	124	141	143
PAOEAKHP_07981	contig_2_pilon	9063575	9065311	+	1737	132	87	127
PAOEAKHP_07982	contig_2_pilon	9065527	9066675	+	1149	1278	990	1005
PAOEAKHP_07983	contig_2_pilon	9066672	9067295	-	624	35	19	51
PAOEAKHP_07984	contig_2_pilon	9067295	9067651	-	357	8	1	8
PAOEAKHP_07985	contig_2_pilon	9068038	9068871	+	834	24	28	30
PAOEAKHP_07986	contig_2_pilon	9069478	9070047	-	570	1	14	10
PAOEAKHP_07987	contig_2_pilon	9070133	9071053	+	921	32	23	52
PAOEAKHP_07988	contig_2_pilon	9071818	9073089	-	1272	5717	4656	5987
PAOEAKHP_07989	contig_2_pilon	9073535	9074707	+	1173	500	626	608
PAOEAKHP_07990	contig_2_pilon	9074745	9075935	-	1191	30	17	64
PAOEAKHP_07991	contig_2_pilon	9076237	9077418	+	1182	1408	1218	1117
PAOEAKHP_07992	contig_2_pilon	9077415	9078515	+	1101	1027	935	1056
PAOEAKHP_07993	contig_2_pilon	9078540	9079049	-	510	6	5	14
PAOEAKHP_07994	contig_2_pilon	9079171	9079611	+	441	228	233	276
PAOEAKHP_07995	contig_2_pilon	9079758	9081398	+	1641	925	1036	1086
PAOEAKHP_07996	contig_2_pilon	9082031	9083683	+	1653	3828	3081	3817
PAOEAKHP_07997	contig_2_pilon	9083680	9084438	+	759	316	325	353
PAOEAKHP_07998	contig_2_pilon	9084602	9085567	+	966	29	19	28
PAOEAKHP_07999	contig_2_pilon	9085660	9085905	-	246	6	2	5
PAOEAKHP_08000	contig_2_pilon	9086035	9086403	+	369	228	187	267
PAOEAKHP_08001	contig_2_pilon	9086544	9087131	+	588	154	95	174
PAOEAKHP_08002	contig_2_pilon	9087598	9087981	-	384	0	4	3
PAOEAKHP_08003	contig_2_pilon	9088374	9089195	-	822	6	6	10
PAOEAKHP_08004	contig_2_pilon	9089323	9090249	-	927	4	0	6
PAOEAKHP_08005	contig_2_pilon	9090420	9091142	-	723	1	0	0
PAOEAKHP_08006	contig_2_pilon	9091243	9092745	+	1503	236	226	373
PAOEAKHP_08007	contig_2_pilon	9092780	9093520	-	741	0	0	0
PAOEAKHP_08008	contig_2_pilon	9093725	9095683	-	1959	0	0	2
PAOEAKHP_08009	contig_2_pilon	9095746	9095940	-	195	2	0	0
PAOEAKHP_08010	contig_2_pilon	9096247	9097002	-	756	0	0	2
PAOEAKHP_08011	contig_2_pilon	9097339	9098217	+	879	73	93	118
PAOEAKHP_08012	contig_2_pilon	9098273	9098809	+	537	86	58	93
PAOEAKHP_08013	contig_2_pilon	9099018	9099434	+	417	64	54	60
PAOEAKHP_08014	contig_2_pilon	9099776	9101257	+	1482	91	82	128
PAOEAKHP_08015	contig_2_pilon	9101393	9101593	+	201	15	25	44
PAOEAKHP_08016	contig_2_pilon	9101814	9102044	+	231	16	15	28
PAOEAKHP_08017	contig_2_pilon	9102295	9104220	+	1926	110	139	184
PAOEAKHP_08018	contig_2_pilon	9104440	9105543	-	1104	3	2	0
PAOEAKHP_08019	contig_2_pilon	9105894	9106376	+	483	7	11	21
PAOEAKHP_08020	contig_2_pilon	9106494	9108635	+	2142	282	268	401
PAOEAKHP_08021	contig_2_pilon	9108657	9110285	+	1629	487	647	593
PAOEAKHP_08022	contig_2_pilon	9110587	9111480	+	894	528	430	540
PAOEAKHP_08024	contig_2_pilon	9133009	9133224	+	216	10	0	3
PAOEAKHP_08025	contig_2_pilon	9133372	9133641	-	270	0	3	0
PAOEAKHP_08026	contig_2_pilon	9133756	9134058	+	303	0	0	2
PAOEAKHP_08027	contig_2_pilon	9134078	9134278	-	201	1	7	7
PAOEAKHP_08028	contig_2_pilon	9134474	9135691	+	1218	22	28	10
PAOEAKHP_08029	contig_2_pilon	9135807	9136781	+	975	714	683	724
PAOEAKHP_08030	contig_2_pilon	9136845	9137258	+	414	341	351	358
PAOEAKHP_08031	contig_2_pilon	9137467	9137841	-	375	16	2	19
PAOEAKHP_08032	contig_2_pilon	9137896	9138996	-	1101	20	8	20
PAOEAKHP_08033	contig_2_pilon	9139039	9139926	+	888	0	1	0
PAOEAKHP_08034	contig_2_pilon	9140213	9140878	+	666	0	0	2
PAOEAKHP_08035	contig_2_pilon	9141159	9141470	+	312	6	1	1
PAOEAKHP_08036	contig_2_pilon	9141846	9143048	+	1203	28	34	33
PAOEAKHP_08037	contig_2_pilon	9143095	9144696	+	1602	2629	2721	2753
PAOEAKHP_08038	contig_2_pilon	9144772	9144915	-	144	55	35	39
PAOEAKHP_08039	contig_2_pilon	9145120	9147072	-	1953	380	290	293
PAOEAKHP_08040	contig_2_pilon	9147069	9148619	-	1551	146	169	161
PAOEAKHP_08041	contig_2_pilon	9148616	9148765	-	150	30	21	9
PAOEAKHP_08042	contig_2_pilon	9148762	9149934	-	1173	939	1186	1031
PAOEAKHP_08043	contig_2_pilon	9150344	9150565	-	222	7	4	11
PAOEAKHP_08044	contig_2_pilon	9151024	9152307	+	1284	2	11	20
PAOEAKHP_08045	contig_2_pilon	9152304	9155705	+	3402	3090	3684	3488
PAOEAKHP_08046	contig_2_pilon	9155702	9163348	+	7647	276	231	255
PAOEAKHP_08047	contig_2_pilon	9163467	9164078	+	612	9795	10278	11437
PAOEAKHP_08048	contig_2_pilon	9164228	9165199	-	972	120	104	209
PAOEAKHP_08049	contig_2_pilon	9165248	9166072	-	825	369	501	448
PAOEAKHP_08050	contig_2_pilon	9166251	9167738	+	1488	50	69	98
PAOEAKHP_08051	contig_2_pilon	9167897	9168385	+	489	16	7	14
PAOEAKHP_08052	contig_2_pilon	9168382	9168810	+	429	6	0	3
PAOEAKHP_08053	contig_2_pilon	9168807	9169727	+	921	8	10	19
PAOEAKHP_08054	contig_2_pilon	9169724	9170596	+	873	14	28	25
PAOEAKHP_08055	contig_2_pilon	9170460	9170996	-	537	2	0	6
PAOEAKHP_08056	contig_2_pilon	9171216	9171665	+	450	17	22	24
PAOEAKHP_08057	contig_2_pilon	9171970	9172239	-	270	0	1	0
PAOEAKHP_08058	contig_2_pilon	9172483	9173430	+	948	132	186	232
PAOEAKHP_08059	contig_2_pilon	9173562	9174146	+	585	106	144	124
PAOEAKHP_08060	contig_2_pilon	9174302	9175201	-	900	59	53	94
PAOEAKHP_08061	contig_2_pilon	9175404	9176366	-	963	55	60	73
PAOEAKHP_08062	contig_2_pilon	9176732	9178396	+	1665	140	118	216
PAOEAKHP_08063	contig_2_pilon	9179031	9180044	+	1014	39	21	20
PAOEAKHP_08064	contig_2_pilon	9180182	9180901	+	720	6	2	1
PAOEAKHP_08065	contig_2_pilon	9180933	9181337	+	405	4	7	0
PAOEAKHP_08066	contig_2_pilon	9181366	9181710	+	345	0	0	2
PAOEAKHP_08067	contig_2_pilon	9181842	9182756	+	915	9	33	3
PAOEAKHP_08068	contig_2_pilon	9182929	9184185	+	1257	89	110	152
PAOEAKHP_08069	contig_2_pilon	9184312	9184896	+	585	92	119	140
PAOEAKHP_08070	contig_2_pilon	9184951	9185643	+	693	243	335	317
PAOEAKHP_08071	contig_2_pilon	9185861	9187195	+	1335	310	229	259
PAOEAKHP_08072	contig_2_pilon	9187295	9187696	-	402	27	12	9
PAOEAKHP_08073	contig_2_pilon	9188274	9188771	+	498	0	0	2
PAOEAKHP_08074	contig_2_pilon	9189276	9189569	-	294	0	0	0
PAOEAKHP_08075	contig_2_pilon	9189970	9190941	+	972	123	156	133
PAOEAKHP_08076	contig_2_pilon	9191032	9191223	-	192	8	0	4
PAOEAKHP_08077	contig_2_pilon	9191244	9192464	-	1221	20	12	25
PAOEAKHP_08078	contig_2_pilon	9192670	9193290	+	621	300	279	322
PAOEAKHP_08079	contig_2_pilon	9193436	9194458	+	1023	13	3	5
PAOEAKHP_08080	contig_2_pilon	9194481	9195092	-	612	23	15	16
PAOEAKHP_08081	contig_2_pilon	9195271	9196068	+	798	4	2	0
PAOEAKHP_08082	contig_2_pilon	9196068	9197000	+	933	8	15	17
PAOEAKHP_08083	contig_2_pilon	9197180	9197602	+	423	39	26	35
PAOEAKHP_08084	contig_2_pilon	9197629	9198369	-	741	11	0	4
PAOEAKHP_08085	contig_2_pilon	9198463	9200001	-	1539	80	49	52
PAOEAKHP_08086	contig_2_pilon	9200138	9200650	+	513	106	62	49
PAOEAKHP_08087	contig_2_pilon	9200679	9201335	-	657	19	16	25
PAOEAKHP_08088	contig_2_pilon	9201471	9201851	+	381	509	544	835
PAOEAKHP_08089	contig_2_pilon	9201871	9202500	-	630	54	31	52
PAOEAKHP_08090	contig_2_pilon	9202616	9203608	-	993	49	65	70
PAOEAKHP_08091	contig_2_pilon	9203890	9204828	+	939	131	173	143
PAOEAKHP_08092	contig_2_pilon	9204887	9205078	+	192	48	51	59
PAOEAKHP_08093	contig_2_pilon	9205195	9207690	-	2496	25	27	52
PAOEAKHP_08094	contig_2_pilon	9207732	9209336	-	1605	84	76	76
PAOEAKHP_08095	contig_2_pilon	9209418	9210299	-	882	28	32	52
PAOEAKHP_08096	contig_2_pilon	9210299	9211246	-	948	6	2	0
PAOEAKHP_08097	contig_2_pilon	9211246	9212613	-	1368	10	4	4
PAOEAKHP_08098	contig_2_pilon	9212937	9213947	-	1011	14	12	24
PAOEAKHP_08099	contig_2_pilon	9214093	9214509	-	417	27	14	60
PAOEAKHP_08100	contig_2_pilon	9214926	9215075	-	150	0	0	2
PAOEAKHP_08101	contig_2_pilon	9215755	9215985	+	231	0	0	0
PAOEAKHP_08102	contig_2_pilon	9215988	9216587	-	600	6	14	16
PAOEAKHP_08103	contig_2_pilon	9216623	9217585	-	963	29	50	58
PAOEAKHP_08104	contig_2_pilon	9218022	9219656	+	1635	350	320	520
PAOEAKHP_08105	contig_2_pilon	9219737	9221446	+	1710	26	24	12
PAOEAKHP_08106	contig_2_pilon	9221480	9222052	+	573	0	16	2
PAOEAKHP_08107	contig_2_pilon	9222049	9222423	-	375	14	8	13
PAOEAKHP_08108	contig_2_pilon	9222519	9223085	-	567	18	5	5
PAOEAKHP_08109	contig_2_pilon	9223177	9223596	-	420	16	16	24
PAOEAKHP_08110	contig_2_pilon	9224108	9225184	+	1077	576	546	669
PAOEAKHP_08111	contig_2_pilon	9225249	9225443	+	195	193	193	279
PAOEAKHP_08112	contig_2_pilon	9225526	9227196	+	1671	1003	998	1214
PAOEAKHP_08113	contig_2_pilon	9227237	9227752	-	516	11	5	2
PAOEAKHP_08114	contig_2_pilon	9227786	9228973	-	1188	5	19	6
PAOEAKHP_08115	contig_2_pilon	9228970	9229161	-	192	4	0	0
PAOEAKHP_08116	contig_2_pilon	9229308	9229907	+	600	42	41	31
PAOEAKHP_08117	contig_2_pilon	9229941	9230675	+	735	0	4	10
PAOEAKHP_08118	contig_2_pilon	9230698	9231624	-	927	0	0	6
PAOEAKHP_08119	contig_2_pilon	9231718	9234222	-	2505	142	162	94
PAOEAKHP_08120	contig_2_pilon	9234302	9238594	-	4293	34	33	38
PAOEAKHP_08121	contig_2_pilon	9238991	9239629	-	639	136	90	82
PAOEAKHP_08122	contig_2_pilon	9239679	9240029	-	351	14	2	3
PAOEAKHP_08123	contig_2_pilon	9240332	9241366	+	1035	99	56	70
